"場所の名前","カテゴリ","区名","所在地","TEL","避難可能時間","災害対策基本法に基づく指定","避難場所の対象とする災害","経度","緯度","分類"
"生魂小学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","上汐4-1-25","6771-8474","24時間","指定緊急避難場所・指定避難所","地震、津波","135.516824993223","34.6632858548782","一時避難場所・災害時避難所"
"桃陽小学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","堂ヶ芝1-2-23","6772-2925","24時間","指定緊急避難場所・指定避難所","地震、津波","135.528157556887","34.6617019454634","一時避難場所・災害時避難所"
"味原小学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","味原町8-19","6768-2288","24時間","指定緊急避難場所・指定避難所","地震、津波","135.527979497192","34.6673350334356","一時避難場所・災害時避難所"
"真田山小学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","玉造本町14-41","6761-0902","24時間","指定緊急避難場所・指定避難所","地震、津波","135.527526984305","34.6718723021479","一時避難場所・災害時避難所"
"天王寺中学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","北河堀町6-20","6771-0903","24時間","指定緊急避難場所・指定避難所","地震、津波","135.517908011837","34.6503847283594","一時避難場所・災害時避難所"
"夕陽丘中学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","小宮町6-28","6772-3331","24時間","指定緊急避難場所・指定避難所","地震、津波","135.519593883846","34.6606017160459","一時避難場所・災害時避難所"
"高津中学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","城南寺町1-31","6761-2487","24時間","指定緊急避難場所・指定避難所","地震、津波","135.523420478266","34.6714697402616","一時避難場所・災害時避難所"
"大阪ビジネスフロンティア　高等学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","烏ヶ辻2-9-26","6772-7961","24時間","指定緊急避難場所・指定避難所","地震、津波","135.52466946879","34.6564626762278","一時避難場所・災害時避難所"
"学校法人清風学園","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","石ヶ辻町12-16","6771-5757","24時間","指定緊急避難場所・指定避難所","地震、津波","135.521725554743","34.6632671608746","一時避難場所・災害時避難所"
"府立高津高等学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","餌差町10-47","6761-0336","24時間","指定緊急避難場所・指定避難所","地震、津波","135.52515819495","34.669398023342","一時避難場所・災害時避難所"
"府立清水谷高等学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","清水谷町2-44","6762-0185","24時間","－","地震、津波","135.524835529382","34.6746335550256","一時避難場所・災害時避難所"
"府立夕陽丘高等学校","防災関連施設 - 一時避難場所・災害時避難所","天王寺区","北山町10-10","6771-0665","24時間","指定緊急避難場所・指定避難所","地震、津波","135.522642879692","34.6589727577069","一時避難場所・災害時避難所"
